bank,bank_level,bank_code,detail,type,type_id,atm,branch,office,address,dia_chi_cu_the,ward_id,outlet,ward,ward_pop,district,district_id,ward_level,district_level,formatted_address,latitude,longitude,cluster_name,cluster_id,cluster_desc
BIDV,Big,8,PGD Minh Khai,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Minh Khai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Số 242T Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng, Thành phố Hà Nội,Thành phố Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội, Vietnam",20.9939072,105.8620805,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietinbank,Big,45,PGD Minh Khai. ,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD Minh Khai. , Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Số 18, đường Tam Trinh, phường Minh Khai, TP. Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội, Vietnam",20.9939072,105.8620805,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,PGD Tam Trinh,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Tam Trinh, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Số 18 Tam Trinh,Phường Minh Khai,Quận Hai Bà Trưng, Thành phố Hà Nội,Thành phố Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"Số 18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội 100000, Vietnam",20.99523,105.8619,Group 3,3,"Densely populated area, high ratio of population in labor age"
Techcombank,Big,36,Techcombank Linh Nam,Chi nhanh,branch,0,1,0,"Chi nhanh Techcombank-Techcombank Linh Nam, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","18 Tam Trinh, Minh Khai, Hai Bà Trưng, Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội, Vietnam",20.9950593,105.8618103,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, 456 Minh Khai, Hai Bà Trưng, Ha Noi, Viet Nam","456 Minh Khai, Hai Bà Trưng, Ha Noi",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"326 Kim Ngưu, Minh Khai, Hai Bà Trưng, Hà Nội, Vietnam",20.9980725,105.8617223,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, So 201 Minh Khai, Hai Ba Trung, Ha Noi, Viet Nam","So 201 Minh Khai, Hai Ba Trung, Ha Noi",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"201 Minh Khai, Hai Bà Trưng, Hà Nội, Vietnam",20.9964464,105.8614891,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, 201 Minh Khai, Hai Ba Trung, Ha Noi, Viet Nam","201 Minh Khai, Hai Ba Trung, Ha Noi",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"201 Minh Khai, Hai Bà Trưng, Hà Nội, Vietnam",20.9964464,105.8614891,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, Toa Nha Son Ha, KCN Bac Tu Liem, Ha Noi, Viet Nam","Toa Nha Son Ha, KCN Bac Tu Liem, Ha Noi",613,1,Phuong Minh Khai,29760,Quan Bac Tu Liem,21,Phuong,Quan ,"189 Xuân Đỉnh, Phường Xuân Đỉnh Q. Bắc Từ Liêm, Xuân Đỉnh, Hà Nội, Vietnam",21.071387,105.7960382,Group 3,3,"Densely populated area, high ratio of population in labor age"
Maritime Bank,Big,20,ATM 18 Tam Trinh,ATM,atm,1,0,0,"ATM Maritime Bank-ATM 18 Tam Trinh, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Tòa nhà văn phòng thương mại VTC Online, 18 Tam Trinh, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội, 24/7",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Tòa Nhà Văn Phòng TM VTC Online, 18, Tam Trinh, Phường Minh Khai, Quận Hai Bà Trưng, Mai Động, Hoàng Mai, Hà Nội, Vietnam",20.9950241,105.86188,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietcombank,Big,44,VCBC Toa nha Han Viet,ATM,atm,1,0,0,"ATM Vietcombank-VCBC Toa nha Han Viet, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Tầng 1, tòa nhà Hàn Việt, 203 Minh Khai, Hai Bà Trưng",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"203 Minh Khai, Hai Bà Trưng, Hà Nội, Vietnam",20.9969444,105.8616667,Group 3,3,"Densely populated area, high ratio of population in labor age"
ACB,Big,2,"ATM, PGD MINH KHAI",ATM,atm,1,0,0,"ATM ACB-ATM, PGD MINH KHAI, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Tầng 1, Tòa nhà chung cư 15T2 số 310 Minh Khai, P.Minh Khai, Q.Hai Bà Trưng, TP.Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội, Vietnam",20.9939072,105.8620805,Group 3,3,"Densely populated area, high ratio of population in labor age"
VIB,Medium,41,ATM382,ATM,atm,1,0,0,"ATM VIB-ATM382, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Tòa nhà Hàn Việt Tower, Số 203 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, TP. Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội, Vietnam",20.9950245,105.8619224,Group 3,3,"Densely populated area, high ratio of population in labor age"
Sacombank,Big,29,ATM 1121-PGD Mai Dong,ATM,atm,1,0,0,"ATM Sacombank-ATM 1121-PGD Mai Dong, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","302 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Minh Khai, Hai Bà Trưng District, Hanoi, Vietnam",20.9959104,105.8576533,Group 3,3,"Densely populated area, high ratio of population in labor age"
Techcombank,Big,36,Techcombank Linh Nam,ATM,atm,1,0,0,"ATM Techcombank-Techcombank Linh Nam, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","18 Tam Trinh, Minh Khai, Hai Bà Trưng, Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội, Vietnam",20.9950593,105.8618103,Group 3,3,"Densely populated area, high ratio of population in labor age"
SH Bank,Big,33,ATM Minh Khai,ATM,atm,1,0,0,"ATM SH Bank-ATM Minh Khai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Số 242E Minh Khai, Hai Bà Trưng, Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"64 Minh Khai, Trương Định, Hai Bà Trưng, Hà Nội, Vietnam",20.9955489,105.851308,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietinbank,Big,45,CN Hoang Mai,ATM,atm,1,0,0,"ATM Vietinbank-CN Hoang Mai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam",18 Tam Trinh,295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,,20.9958675,105.8617204,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietinbank,Big,45,CN Hai Ba Trung,ATM,atm,1,0,0,"ATM Vietinbank-CN Hai Ba Trung, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Cty DK Đông Xuân, Số 488 Minh Khai",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Phố Vọng, Phương Đình, Hai Bà Trưng, Hà Nội, Vietnam",20.9996315,105.8416629,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietinbank,Big,45,CN Tay Ha Noi,ATM,atm,1,0,0,"ATM Vietinbank-CN Tay Ha Noi, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam",ĐHCN Khu A,295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"435 Bạch Mai, Trương Định, Hai Bà Trưng, Hà Nội, Vietnam",20.9985267,105.8504855,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990131 - ATM 505 Minh Khai,ATM,atm,1,0,0,"ATM BIDV-990131 - ATM 505 Minh Khai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam",505 Minh Khai,295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Hoà Bình Green City Toà H2, số 505 Minh Khai, Vĩnh Phú, Hai Bà Trưng, Hà Nội 10000, Vietnam",20.9999563,105.8699712,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990027 - ATM Sieu thi Vinmart TTTM Times City,ATM,atm,1,0,0,"ATM BIDV-990027 - ATM Sieu thi Vinmart TTTM Times City, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam",Siêu thị Vinmart TTTM Times City,295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Unit #TN - 2, 458 Minh Khai, Vĩnh Phú, Hai Bà Trưng, Hà Nội, Vietnam",20.9940169,105.8696715,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990129 - ATM 505 Minh Khai,ATM,atm,1,0,0,"ATM BIDV-990129 - ATM 505 Minh Khai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam",505 Minh Khai,295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Hoà Bình Green City Toà H2, số 505 Minh Khai, Vĩnh Phú, Hai Bà Trưng, Hà Nội 10000, Vietnam",20.9999563,105.8699712,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990056 - ATM 505 Minh Khai,ATM,atm,1,0,0,"ATM BIDV-990056 - ATM 505 Minh Khai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam",505 Minh Khai Hai Ba Trung Ha Noi,295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Hoà Bình Green City Toà H2, số 505 Minh Khai, Vĩnh Phú, Hai Bà Trưng, Hà Nội 10000, Vietnam",20.9999563,105.8699712,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990090 - ATM 124 Minh Khai,ATM,atm,1,0,0,"ATM BIDV-990090 - ATM 124 Minh Khai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam",124 Minh Khai,295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Tòa nhà LILAMA, 124 Minh Khai, Trương Định, Hai Bà Trưng, Hà Nội, Vietnam",20.9949673,105.8524349,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990076 - ATM PGD Tam Trinh,ATM,atm,1,0,0,"ATM BIDV-990076 - ATM PGD Tam Trinh, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","18 Tam Trinh,Phường Minh Khai,Quận Hai Bà Trưng, Thành phố Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Số 18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội 100000, Vietnam",20.99523,105.8619,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990077 - ATM PGD Tam Trinh,ATM,atm,1,0,0,"ATM BIDV-990077 - ATM PGD Tam Trinh, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","18 Tam Trinh,Phường Minh Khai,Quận Hai Bà Trưng, Thành phố Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"Số 18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội 100000, Vietnam",20.99523,105.8619,Group 3,3,"Densely populated area, high ratio of population in labor age"
DongA Bank,Small,12,DongA Bank - PGD Minh Khai,ATM,atm,1,0,0,"ATM DongA Bank-DongA Bank - PGD Minh Khai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","199 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan ,"199 Minh Khai, Hai Bà Trưng, Hà Nội, Vietnam",20.9956866,105.8602633,Group 3,3,"Densely populated area, high ratio of population in labor age"
Woori,Small,47,Nguyen Chi Thanh,Chi nhanh,branch,0,1,0,"Chi nhanh Woori Bank Vietnam-Nguyen Chi Thanh, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam"," 24F, Keangnam Landmark 72, E6 Đường Phạm Hùng, Quận Từ Liêm Hà Nội",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"24F Keangnam Landmark, 72 E6 Phạm Hùng, Mễ Trì, Từ Liêm, Hà Nội, Vietnam",21.0172334,105.783756,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietinbank,Big,45,Dong Tam,Chi nhanh,branch,0,1,0,"Chi nhanh VIETIN Bank-Dong Tam, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tòa nhà Vinaconex 9, Lô HH2-2, Khu đô thị Mễ trì Hạ, đường Phạm Hùng, TP. Hà Nội",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"Mễ Trì, Từ Liêm, Hà Nội, Vietnam",21.0135904,105.7754563,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,Lang Ha,Chi nhanh,branch,0,1,0,"Chi nhanh BIDV-Lang Ha, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tầng 1,2,3 Khu tổ hợp văn phòng, Trung tâm thương mại và chung cư cao cấp Golden Palace , Phường Mễ Trì, Quận Nam Từ Liêm TP Hà Nội, Việt Nam,Phường Mễ Trì,Quận Nam Từ Liêm, Thành phố Hà Nội,Thành phố Hà Nội",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"B003, Toà nhà The Manor, Khu đô thị Mỹ Đình - Mễ Trì, The Manor - Hà Nội, Nam Từ Liêm, Hà Nội 100000, Vietnam",21.0143762,105.7757932,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Ngan hang Nong nghiep va Phat trien nong thon Viet Nam - Chi nhanh Tu Liem - Phong giao dich Me Tri,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Ngan hang Nong nghiep va Phat trien nong thon Viet Nam - Chi nhanh Tu Liem - Phong giao dich Me Tri, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tổ dân phố Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"141 Đ. Đông Ngạc, Thuỵ Phương, Từ Liêm, Hà Nội, Vietnam",21.0928887,105.7803368,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Standard Chartered ,Small,35,Ngan hang TNHH MTV Standard Chartered (Viet Nam) - Chi nhanh Thang Long,Chi nhanh,branch,0,1,0,"Chi nhanh Standard Chartered Vietnam-Ngan hang TNHH MTV Standard Chartered (Viet Nam) - Chi nhanh Thang Long, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Phòng O18F, tầng 18, Keangnam Hanoi Landmark, E6, Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, TP. Hà Nội, Việt Nam",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"Phòng O18F, tầng 18, Keangnam Hanoi Landmark, E6, Phạm Hùng, Phường Mễ T Quận, Keangnam, Nam Từ Liêm, Hà Nội, Vietnam",21.0164766,105.7840936,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Ocean Bank,Small,25,OCEANBANK My Dinh,Chi nhanh,branch,0,1,0,"Chi nhanh OCEAN Bank-OCEANBANK My Dinh, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Lô 20, TT 4, Đường Trần Văn Lai, Khu đô thị Mỹ Đình, Mễ Trì, Quận Nam Từ Liêm, Hà Nội",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"Lô 8 TT4, Khu Đô Thị Mỹ Đình - Mễ Trì, Phường Mỹ Đình 9, Quận Nam Từ Liêm, Thành Phố Hà Nội, Mỹ Đình, Từ Liêm, Hà Nội 100000, Vietnam",21.0174229,105.7784285,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
ACB,Big,2,PGD My Dinh,Phong giao dich,office,0,0,1,"Phong giao dich ACB-PGD My Dinh, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tầng 1, Tòa nhà The Manor, Mễ Trì, Huyen Tu Liem, Ha Noi",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"30 Mễ Trì, Từ Liêm, Hà Nội, Vietnam",21.0138422,105.77628,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,PGD Pham Hung,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Pham Hung, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Toà nhà CEO lô HH2-1 Phạm Hùng,Phường Mễ Trì,Quận Nam Từ Liêm, Thành phố Hà Nội,",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"Toà Nhà CEO, Lô HH2, Khu Đô Thị Mễ Trì Hạ, Phạm Hùng, Huyện Từ Liêm, Tp Hà Nội, Mễ Trì, Từ Liêm, Hà Nội, Vietnam",21.0158062,105.7827793,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,Phong giao dich Nam Ha Noi,Phong giao dich,office,0,0,1,"Phong giao dich MB Bank-Phong giao dich Nam Ha Noi, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tầng 1, tòa nhà CT 3A, khu đô thị Mễ Trì Thượng, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội.",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"tòa nhà HH3 Sudico, Mỹ Đình I, Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.0163698,105.7796006,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Shinhan Bank,Small,34,PHONG GIAO DICH PHAM HUNG,Chi nhanh,branch,0,1,0,"Chi nhanh Shinhan Bank Vietnam-PHONG GIAO DICH PHAM HUNG, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tầng 1,2 Tòa nhà Keangnam Hà Nội, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan,"Tầng 1 Tòa nhà Keangnam Hà Nội Quận, Keangnam, Nam Từ Liêm, Hà Nội, Vietnam",21.0170303,105.7839017,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, A9 The Manor, Tu Liem, Ha Noi, Viet Nam","A9 The Manor, Tu Liem, Ha Noi",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"A009, Vũ Quỳnh, The Manor - Hà Nội, Nam Từ Liêm, Hà Nội, Vietnam",21.0137028,105.7751222,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Maritime Bank,Big,20,ATM Vinaconex 9 ,ATM,atm,1,0,0,"ATM Maritime Bank-ATM Vinaconex 9 , Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tòa nhà Vinaconex 9, Lô HH2-2 Khu đô thị Mễ Trì Hạ, đường Phạm Hùng, Huyện Từ Liêm, Hà Nội, 24/7",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"Tòa Nhà Vinaconex 9, Lô HH2-2, Phạm Hùng, Khu đô thị Mễ Trì Hạ, Từ Liêm, Hà Nội, Vietnam",21.015506,105.7825389,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Standard Chartered ,Small,35,ATM Keangnam,ATM,atm,1,0,0,"ATM Standard Chartered -ATM Keangnam, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tầng trệt, Keangnam Hanoi Landmark, E6, Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, TP. Hà Nội, Việt Nam",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"Phạm Hùng, Mễ Trì, Nam Từ Liêm, Hà Nội, Vietnam",21.0169464,105.7836564,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Standard Chartered ,Small,35,Chi nhanh Thang Long,ATM,atm,1,0,0,"ATM Standard Chartered -Chi nhanh Thang Long, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Phòng O18F, tầng 18, Keangnam Hanoi Landmark, E6, Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, TP. Hà Nội, Việt Nam",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"Phạm Hùng, Mễ Trì, Nam Từ Liêm, Hà Nội, Vietnam",21.0169464,105.7836564,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietcombank,Big,44,VCBC - JW Marriott Hotel HN,ATM,atm,1,0,0,"ATM Vietcombank-VCBC - JW Marriott Hotel HN, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam",Số 8 Nguyễn Đức Dục - Nam Từ Liêm - Hà Nội,631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"No 8 Đỗ Đức Dục, Road, Từ Liêm, Hà Nội 100000, Vietnam",21.0078042,105.7826291,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietcombank,Big,44,VCBC - Lo E6 Pham Hung,ATM,atm,1,0,0,"ATM Vietcombank-VCBC - Lo E6 Pham Hung, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam",Lô E6 đường Phạm Hùng,631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"15 Phạm Hùng, Mỹ Đình, Cầu Giấy, Hà Nội, Vietnam",21.0289405,105.7798643,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietcombank,Big,44,VCBC - PGD So 1,ATM,atm,1,0,0,"ATM Vietcombank-VCBC - PGD So 1, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Số 8, Tòa Nhà TVAd, Phạm Hùng, Quận Nam Từ Liêm, Hà Nội",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.0172712,105.7809296,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietcombank,Big,44,VCBC - Trung Tam Thuong Mai The Garden,ATM,atm,1,0,0,"ATM Vietcombank-VCBC - Trung Tam Thuong Mai The Garden, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Mỹ Đình, Mễ Trì, H Từ Liêm",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"TTTM The Garden, khu đô thị, Mễ Trì, Mỹ Đình, Nam Từ Liêm, Hà Nội, Vietnam",21.0151696,105.7776755,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietcombank,Big,44,VCBC Mobifone My Dinh,ATM,atm,1,0,0,"ATM Vietcombank-VCBC Mobifone My Dinh, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Đường Trần Thái Tông, P Mễ Trì, Q Cầu Giấy",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.0172712,105.7809296,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietcombank,Big,44,VCBC PGD My Dinh,ATM,atm,1,0,0,"ATM Vietcombank-VCBC PGD My Dinh, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","HH4 tòa nhà Sông Đà, đường Phạm Hùng, H Từ Liêm",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.0172712,105.7809296,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietcombank,Big,44,VCBC Sanh chinh toa nha Keangnam,ATM,atm,1,0,0,"ATM Vietcombank-VCBC Sanh chinh toa nha Keangnam, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Lô E6, đường Phạm Hùng",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"Khu E6 Đô thị mới Cầu Giấy, Phạm Hùng, Mễ Trì, Nam Từ Liêm, Hà Nội, Vietnam",21.0163377,105.7840463,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietcombank,Big,44,VCBC Tong cong ty Viglacera,ATM,atm,1,0,0,"ATM Vietcombank-VCBC Tong cong ty Viglacera, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam",01 Đại lộ Thăng Long,631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"Viglacera Tower, Số 1, ĐCT08, Mễ Trì, Nam Từ Liêm, Hà Nội, Vietnam",21.0035404,105.7915193,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
ACB,Big,2,"ATM, ATM ACB My Dinh",ATM,atm,1,0,0,"ATM ACB-ATM, ATM ACB My Dinh, Phuong Me Tri, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tầng 1, tòa nhà The Manor, đường Mễ Trì, Q. Nam Từ Liêm, TP. Hà Nội",631,1,Phuong Me Tri,30589,Quan Nam Tu Liem,19,Phuong,Quan ,"30 Mễ Trì, Từ Liêm, Hà Nội, Vietnam",21.0138422,105.77628,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
